10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
10;0.016667;0;0;0;0;0;0;-60;True
50;0.016667;0;0;0;0;0;0;-60;True
50;0.016667;0;0;0;0;0;0;-60;True
50;0.016667;0;0;0;0;0;0;-60;True
50;0.016667;0;0;0;0;0;0;-60;True
50;0.016667;0;0;0;0;0;0;-60;True
50;0.016667;0;0;0;0;0;0;-60;True
50;0.016667;0;0;0;0;0;0;-60;True
50;0.016667;0;0;0;0;0;0;-60;True
50;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
